image_id,type,brightness,contrast,faces_haar,faces_lbp,faces_hog,coins_hough,coins_watershed,coins_contours,total_contour_area,count
5a72306439d87efdeca084b2103593dfb9807b58,faces,142.86,50.87,1,1,3,406,1,10,3698.5,9
7fd6ed31f705e27be037e70057277705fea42c23,coins,105.74,46.34,1,0,0,103,7,3,44231.5,12
b4531170a92212e311e3349f1dda1696b0ceaf02,coins,138.23,53.1,5,0,0,121,9,0,0.0,29
9ea1529bd1b244be711766fcd29a7ff741544247,faces,157.45,77.46,10,9,7,358,3,25,8115.0,10
2173f9bcdd8272dac021459cab9f76a0e95eea16,faces,195.71,47.59,1,0,3,292,3,30,57683.0,3
2aeb98fab7bba3ac1608574cce49590176fd7455,faces,116.06,74.61,3,3,2,401,3,9,5016.0,3
d08f1c2cfd703b7478f0ea7ed994ce8ebd4e83c6,coins,211.57,51.02,0,0,0,67,7,1,26657.5,5
3c8c48fd71de5f3699d9105d941cb73719efe5cf,faces,186.3,61.04,0,0,3,279,1,33,15529.0,3
8579939499da47256fe3d9ad2e1acc4f07725b02,faces,144.78,55.83,4,3,4,361,3,22,13429.5,4
4393990be032af63865212d10b92402edff78eb2,faces,125.02,73.66,3,1,6,347,6,3,998.0,6
06f744c3057ad8b09f7c8c484cb6fa952b1c2255,coins,163.16,61.02,0,0,0,114,2,12,34122.5,1
5577fef4386f3fd43da7861b8ebff0949d9a8f3a,faces,47.16,70.84,3,2,3,310,15,22,12316.0,3
504abe9a19ab7b3c85520d566619b59410f78811,faces,152.32,65.6,4,2,3,319,2,28,17482.0,3
dee28109f8de96add631d49fe818412071c3984d,faces,93.31,63.35,6,3,3,411,5,6,2291.5,5
fd371a4a6258bccd6fc3aa88b494b88323e098ab,coins,125.16,52.75,0,0,0,122,7,0,0.0,1
75c4dc6589ad84d5d3e953376b52c96cb9e5e418,coins,135.14,81.24,0,0,0,82,2,9,28216.0,3
72ae77dcc0668370533f736d7c0f4950a7222b7c,faces,138.01,57.5,0,0,1,419,7,6,5175.5,5
7b3af6afcfe950f712d691976e7bf1e9a8985381,faces,149.35,60.7,4,2,3,350,3,16,10334.0,3
48d788dd77c1dafc0ad95e215b66a06ec0fd5100,faces,135.46,60.09,0,1,0,363,1,24,35436.0,2
c64c5579bd503bbe780e1e0f448a171ba711c979,coins,163.01,67.5,0,0,0,110,9,1,41286.0,1
1cc0cd69d1914ee030a75d61d6816c17ece21ec2,faces,121.32,72.77,3,3,4,394,1,8,6355.0,5
c9ef1a7f99238df08ae088159dee2ebb674ed47b,coins,160.48,91.51,0,0,0,40,3,1,32184.5,1
728ec1ce7e090891463273e311a8c980abe95ec7,faces,141.97,65.26,0,0,1,325,2,33,57910.5,2
9cf6a22fb4b3ae67d7b5848f006c46ab9ade3c7a,faces,209.56,45.15,1,0,1,206,5,9,2829.5,2
946c3be67198a8373d7a11db013f8778f4b08ab0,faces,163.2,54.53,4,4,6,434,13,6,2717.0,10
cb79fec11b0512570fe90a4ec81127ba9240a92a,faces,115.45,68.38,2,2,2,404,16,3,392.0,2
8387c7d8aad8dfb3274379c043e92351b0b32d20,faces,112.82,54.8,1,1,1,415,14,24,10329.5,3
dffa6f42549cb2407a3582b3deff949d440caed5,faces,176.29,71.11,4,4,4,238,12,4,8565.0,4
d9690c52a637a80327bbaa9f06b603ded9f2c553,faces,170.45,56.81,0,2,1,312,1,22,14055.5,3
b39c92018ea8deeaf0ae7241c449e65aedfe0782,faces,94.22,54.69,1,0,1,287,3,8,2410.0,4
68ed01d87ccea72c0c4c5ca63dca27bdb24cdf90,faces,143.36,63.69,4,2,3,378,9,19,9323.5,4
35eaf9a762dee5f323a050b1416f8cc659043005,faces,190.45,58.95,4,3,5,341,3,25,26624.5,7
8e7e2d9c206d9193f7864c14b20bea927ddf66ee,coins,219.33,38.54,0,0,0,92,19,3,24612.5,2
bf86e25d07a18da7b08134666c51099de67111eb,coins,216.02,34.42,0,0,0,100,1,5,28214.0,1
7cb1830e16e8f9f695880dc2055527160b1d15d0,faces,86.17,74.77,2,2,2,279,3,7,2873.0,3
84099851117d4fc2e462c5d36bfc4cc1c745cb61,faces,135.29,65.67,3,2,4,377,9,24,28662.5,5
deceb7bffddc089b7d691ccf72de6ee3fb598226,faces,124.01,61.58,4,2,3,401,1,3,772.5,4
d34555ac8b6d9ec6d80d34af43489e5a03fc6202,faces,164.83,68.41,5,2,7,297,4,24,8311.0,7
e0e6c0cffc81edd0444a77c9f2f63ca9fa3aaa9b,faces,110.81,59.74,5,2,5,358,4,11,13064.5,5
671807e7f15795abe681d5e50b879196394a3470,coins,120.38,49.2,0,0,0,110,2,4,40539.5,2
57240e9a91eabc3f90a5e881e2d44b662fee4638,faces,110.65,60.48,0,0,0,371,4,11,19842.5,5
7cacfc078b93061fd3aba0eaa58bee8020a6a87f,faces,164.07,61.16,3,3,6,407,1,10,2111.5,6
3b7b2f43f46f3bc114f438935b30ec0b95d39771,faces,119.9,58.53,2,1,1,327,5,14,31841.5,3
05dba1a72cdbae4dda566c0699da1dbe1498f5e3,coins,126.01,45.58,1,0,0,119,1,0,0.0,14
5312b825e13114c24ae2b6e732b6ec52a9be4823,faces,63.52,69.65,5,6,6,342,2,10,4205.0,10
1965a31bc1d228fa46f3fd52d899d80bc1244cbd,faces,175.87,52.79,1,1,0,200,3,18,39081.0,2
1b6d97373efc5466cfaee60ee9fcd30b44295f2f,faces,137.52,60.1,6,4,5,424,6,9,1794.0,5
1d62e077324e0b8ca22d58aa414e99e0c2685d4e,faces,141.79,68.95,1,0,1,267,1,15,5148.0,4
2c9672c9c7108deb5b6754eec89523b3fcd96ce3,coins,93.07,70.03,3,0,0,96,3,1,33781.5,2
8dcd024b3340d6c31bdc4bbde9cf2d7281e7af15,faces,137.42,57.89,0,0,0,432,6,0,0.0,4
a67b92c0ccfc6b9f0ff0618dcf29ed88059ec02b,faces,94.72,72.37,0,1,0,311,3,31,10991.0,3
888763f2dd2b4e6316d8e868c52e5179c9f3ea48,faces,119.08,55.6,2,2,3,336,2,22,15600.0,3
1786db0ecc53a383b323bf4e2c5da476acf3556b,coins,162.62,68.56,0,0,0,115,1,1,46952.0,5
aade9d4408ab5a9c119736aec2926476fc693578,faces,164.17,53.05,3,1,3,371,6,54,85911.0,6
a4bb6f46121da7b5a86d51cc42400cf9a2096349,faces,172.06,72.18,1,1,2,287,2,11,9100.5,3
3d55b72829d300232438f20bc2a4743201c8c41f,faces,79.93,78.13,0,0,0,378,5,10,4215.0,4
847e2afb7701681780658e31dca82a121692c0c2,faces,119.87,70.34,0,0,2,375,15,14,12368.0,3
a2a02c07cee03b6b0d8d01cb8e24e96ec4547a03,faces,140.58,62.02,2,2,3,384,5,7,2697.5,3
cfe630547a7142541a0e375800e640afd0d51357,faces,72.54,55.05,2,0,2,337,3,14,6160.0,4
12bcbf68fe4d71cdad72f6fa9e1c0f19cf5c25c7,faces,136.67,73.29,3,1,3,392,6,8,7067.0,4
89e44970bf2edf70ebc381a3d2ce2cbcb4975b99,faces,120.53,63.64,2,1,2,304,4,7,1229.5,3
15354e4bfe025fd55ac994f5f9438ff6bf4b810b,faces,133.66,47.16,1,1,2,393,1,27,26103.5,2
11177a3d58d9053d524730ba77c7ca5e80168e59,coins,157.57,73.35,0,0,0,96,3,1,44598.0,2
ac6a659ce0a3f47000cee0bb5056cf98c310dcdc,faces,96.5,53.67,3,2,4,370,2,24,19539.5,4
cebced63f97f72da9326bcea35a8da493b9e3fd7,faces,109.57,54.72,4,3,4,348,3,4,718.0,8
fadc0659317a976c647d4d0aa3e653525a7b42f9,faces,134.25,66.13,0,0,1,382,3,12,3346.0,3
df2c9fe04e39d8fc7fce9d4e8967ef8180f26a1f,coins,189.1,53.48,0,0,0,115,9,7,39496.0,10
1a0daa285057b31bed8ea5b22b18274d0d96796d,faces,216.02,59.95,1,1,1,236,9,15,55213.0,3
a506d1bbfb9d44941fa3d7b0febc40f690e2beec,faces,95.14,79.07,2,1,1,353,4,26,12924.5,3
d471733257ed8328bba15b73cda19b975ca1f8b2,faces,184.0,71.34,6,2,5,288,7,13,5339.0,5
d5d317910b9d30657a212d19c685cac5de9008eb,faces,89.1,67.11,0,0,0,400,2,10,3867.0,6
07744e2283872ec61f099165f40fbbd275d75124,faces,127.12,64.27,2,2,2,422,11,6,945.0,12
50bc832c5bdfb550a36084324df5020d5a50f314,faces,157.7,60.37,1,1,2,391,1,26,24707.0,2
493a410cee81cb730ec07f032305c7492cb2537c,faces,193.08,57.64,0,0,4,374,10,12,27703.5,7
1be73f635842637efaba9fdb8588d1a0ae54ff11,faces,138.5,77.0,0,0,0,346,1,8,3402.0,3
f007e1a424c1372d000f7c897f6418c0c1a8c6cb,coins,190.2,31.02,1,0,0,115,54,7,36405.0,10
bf7c9928635df2e805d68de0e1b613284bcae545,faces,190.29,57.18,0,0,2,331,14,21,22130.5,3
819608d8940cdcdd0dd8f96d66647d8c1197b0e5,faces,164.48,56.55,4,3,3,308,9,25,59222.0,3
a205dac341b310cc27f0082850ba54615fbb5d6b,faces,129.45,52.83,1,1,2,306,4,7,2272.5,2
76769f6ee3ba8247ff844c32ead2c84a83e5266c,coins,29.09,56.91,0,0,0,62,2,1,17631.0,4
b0ba1ee9ac63a70bb56315d5811f35dccdb723b5,faces,159.22,41.3,2,0,0,378,8,52,49768.5,2
bf49375ff0da1e3622378e45013905015a768b61,faces,161.63,69.29,1,1,1,382,3,14,10755.0,2
9d6a0bb3ab7e75b183415194b2428ff99c2604d3,faces,172.58,68.32,0,0,0,377,1,27,33575.0,2
572cb02c0ab13f7e5c76e7f37000aa42907cd391,faces,100.31,55.3,4,3,4,403,4,22,12969.5,4
d03bf260a114c84e5cbe8361fd02a6e62504c7eb,faces,146.99,67.89,4,4,4,365,1,21,14647.0,4
510659090dc11afd8effb7294f43dac1d5644a36,faces,112.82,70.26,0,0,0,422,6,8,2347.5,5
4da73ab25d45ed2794fba2ea22fffd32b9264d64,faces,138.95,65.91,3,0,2,367,3,11,8438.0,3
0282598ffd74cde41b716c7be17fcddb97a86e37,coins,213.12,46.31,0,0,0,110,3,10,40801.0,12
1a47bde970f1939d4c274314817293a876403478,faces,120.89,79.5,5,4,6,370,3,16,7194.5,6
260c35b7ff2f861a3cf22166792fe80533e37608,faces,142.42,59.59,0,0,0,352,1,8,2795.0,2
96edecfeca13b7eeb88e82e5e04358f96605f2b4,faces,113.9,64.61,1,1,3,404,3,17,6225.5,3
9e48246e62f2425281049b882992e163054a0686,coins,151.59,24.68,0,0,0,56,3,4,13966.0,2
9a9e527de1d2b0c875700741fe2ef00bb36fd9d9,faces,89.58,73.77,1,0,0,370,14,4,1018.0,4
be9f86cc18d614ba69334baa986d88ee6951f05c,faces,167.16,70.62,3,1,1,272,3,11,8220.5,2
16c3306e4d43116f0d01b3d68b39af2c5a728fa3,faces,179.17,66.03,0,0,0,354,9,9,13982.5,2
f011b2fc928a2d6a79418828a5d54decd7509837,faces,112.23,58.27,2,1,2,384,1,23,5672.5,2
44e07fbe5db59df3e5882601ef4f20425970a721,faces,97.59,59.02,3,1,3,412,5,4,1052.5,4
500ca9ea6c4d24733c8ad24a9914b2ca209131ba,faces,135.43,75.5,2,2,2,377,7,12,15737.5,3
02dc18c2a680bcd62952d4d29c0d45bfcdfa1846,faces,158.65,74.6,2,1,2,406,4,13,3526.0,2
1e1dd246278f4686edd44d09bed725eac575e070,faces,133.75,71.24,3,1,3,380,13,16,14687.5,4
d5f44628a1576faacc3b5e83aadd46250011e2fc,faces,208.37,56.21,1,0,0,205,7,4,52125.0,3
5f67366504a4623030b6638cb5065aab1983316f,faces,125.98,68.93,2,2,2,407,2,12,3160.5,4
a7bc5c98ae915eef386b145015e07bfd65186409,coins,213.43,61.49,0,0,0,60,8,1,19040.5,3
5050cbd31bd09f231e005a33d4bbb19137e3e5c2,faces,160.01,77.93,5,3,6,374,5,24,18432.5,8
31f25e762563c39c3ff29dfe5aee9e1d6939b919,faces,105.3,87.73,2,1,2,392,3,15,5544.5,2
05d52d6b434e180d50f96cc3cacc5bc162c3a47d,coins,192.94,78.66,0,0,0,92,11,8,23750.0,7
dae60e553595ab8f1fa27e1107b48ce2382f502c,faces,128.99,49.47,1,0,1,351,5,24,14724.0,4
27fcdab898b3f1972d1d2f1bb943a7820e8417e1,coins,116.0,57.75,0,0,0,109,1,3,32935.0,1
f8c73baa1c11f49ae1f93850d3572f47e1e2da22,coins,156.74,72.66,0,0,1,120,58,2,50633.0,2
20ce12f0acafb6e2ee1e9925d3ce71f0803b4ce0,coins,145.6,54.62,1,0,1,118,25,3,873.0,32
53fcbdba54514c736ae6ac46fc55325d66bb33c9,coins,218.92,61.89,0,0,0,78,15,2,19805.5,1
85a67762cf00efaa02e1536c6d57c841d79396d0,faces,145.66,68.16,1,1,1,237,4,26,45097.0,2
1921dd26f0db0a9cde5ca3a7be1bfd06f71c8d2c,faces,165.63,64.86,4,2,2,325,6,15,8532.0,2
089a56169867433280e66688a61a9999e9565df1,faces,145.52,72.09,2,2,2,423,4,19,16821.5,5
13372a4d69a7053c5af9427ea48f3d687df60aab,faces,105.33,104.36,0,0,2,315,4,12,4146.5,2
2aefd26aea99a26d025150c18f702259b935ab5d,faces,138.23,74.94,3,1,3,403,1,11,3842.5,3
fc660127f8d8efd18ffc8d13b30f2c630b5d6977,faces,67.54,76.11,4,2,4,367,1,8,1414.5,8
06361adc57b2dc2e81fee47ee329b783b85b8c6c,coins,218.31,37.37,0,0,0,108,21,2,40310.0,16
5af1fc452284fd229b0089efa8764005cd748b80,faces,140.67,57.61,1,1,2,377,28,4,1006.0,2
eed8cd89a4c85d0e273e3d45d1d161549361f9bc,faces,121.45,63.19,3,2,4,379,1,14,6979.5,4
ffe1baa76e8f086d561d10c0ac0508d03c95ed59,faces,160.05,80.85,0,0,0,276,9,4,925.5,7
487f7f999bbdbf0224f507ade27452442454b80f,faces,86.59,68.66,6,5,6,299,3,4,1308.5,6
8fe79beb56eeafb5b079bdd29294b90fb30df96d,faces,169.65,50.63,3,2,5,334,13,17,8195.0,5
4a0abc7de5f7b9e04e2157b8a1c827c389594409,faces,151.38,55.01,1,0,1,247,1,8,3745.0,2
6276ff15d1bdeddbba1fbd11204c063f78891ee6,faces,108.67,66.18,2,1,3,278,1,32,63405.0,5
33906def710bb605e2d6eccd2aab8676806aa900,faces,125.77,64.99,1,0,1,376,7,34,16830.0,3
22f0ac18505e7aaae4899290ba97921fe349a4cc,faces,177.61,57.72,3,2,3,369,7,33,60119.5,3
2f2f44bacd0b25e059b6afb3f07ef6c705610249,faces,151.89,77.34,11,6,12,372,6,6,11867.0,17
7138b7884f1224586f765b84d9cf9da66d9139f4,coins,144.89,48.42,0,0,0,99,4,3,33219.0,1
19de5a920409fe1958f4a3a755e78a60f5b758d3,faces,157.77,65.63,5,1,4,395,7,2,747.0,4
328924479e5511530f31b542467df49ebb13f50e,faces,114.09,52.13,0,0,0,221,1,31,35423.0,7
623148b0f788721bc44b829e72c57e5e3444ea4f,faces,185.87,49.32,1,0,2,250,3,30,62437.5,4
766832c79e99c22870eeedd53b86c1e4ee5459f0,faces,130.97,76.04,0,1,0,359,4,6,6506.5,3
4019eaf9ad179624bc0ad4aebf2b1b64e247b387,faces,79.02,55.09,1,1,0,314,3,25,14037.0,2
379df522babefc6250e19127bf0dd473cc17d5dd,faces,167.04,35.19,2,1,2,386,19,7,2071.5,2
f6e67695eaadb5c4f6bc46144f65ef1e0c8dd0b4,faces,129.49,63.76,3,2,0,372,2,20,5650.5,3
e2ba2d3a9b69d7800be30859bca1a58d84b35010,coins,217.36,35.85,0,0,1,123,12,1,29854.5,1
1d28983b3421f0443fad21e7dfab7bfd5bc3bda0,faces,131.84,58.13,3,1,2,298,3,19,19805.5,2
ea22b41c3f446af832e05e3538f53940ab54288f,coins,148.05,60.28,0,0,0,121,2,1,220.0,8
c0e10bc4cdf96d8c92ece438502baebb65ec82ce,coins,179.61,64.64,0,0,0,106,6,2,43618.5,2
8d9062ba100b4d68526e51e741ff77ed85171c27,coins,119.03,47.88,0,0,0,99,5,2,43366.0,5
b70ebdce6b20d9ee2dcd9817c6d8c28eac790410,faces,140.8,68.12,3,3,3,345,6,16,9216.0,5
4cb107d7d336340f03932f3171e9b5d2573bf8c9,faces,98.67,61.87,0,0,0,422,5,6,1090.5,2
7e5b1ecf4c8a28e811b5a2dbe07c74a8e8846762,coins,197.85,55.24,0,0,0,102,8,2,44388.5,1
3ef2c7030c9863f009f81553b5742aa87c904975,faces,105.36,74.69,2,2,3,383,4,15,12146.5,3
9ed1faee56c1a60e01aa91c34d9c3559b9f24f94,faces,139.58,64.8,3,4,6,398,14,20,5209.0,7
b7b7fc988bf1f0c66f15d03cf33116327b8efbc6,faces,179.78,66.93,1,1,2,297,4,14,17096.5,3
4b43c66885ac2ee98b6c4b226fab0a6887f65c71,faces,128.31,76.82,1,1,1,414,4,15,6468.5,2
c45b3a5e0c91090bcfa013801372804683338761,faces,87.29,60.1,3,3,3,398,1,8,2338.5,3
fd51a570f8e15ac3db60dd21ba4aac9a959f178d,faces,41.32,45.81,7,4,7,310,8,21,20880.0,14
e47288caab72d9e2425b490c64783f4a84b89ef7,faces,103.89,58.88,0,0,0,405,5,2,324.0,11
3b38bb09088ab7abc3ed4db3c2ae034731877ec1,faces,142.94,61.79,1,2,2,317,3,22,19664.0,2
e82452afeaf78a6f9067c76071e5cd82031e33cd,faces,65.02,70.18,8,7,8,324,2,4,10546.5,10
1ddc8cd47264c5b63e8a2c579b1f8a6e8ccd0328,faces,196.63,84.59,1,2,3,232,6,0,0.0,4
e28b6a9ff60ea6d62a0cc755c5639256eab43413,faces,147.09,56.56,4,3,6,431,6,3,410.0,6
a0118e0024429cd406e50d8b1f59c7d6ed2d5629,faces,159.38,66.92,4,1,1,417,1,16,7580.5,4
7e47981e4fd227d090aec9a4649bfb089eb0c61f,faces,98.2,60.18,8,4,6,406,12,0,0.0,7
0b5c53d87ecd5a12fad96c7f71302c8c8c468c6f,coins,211.67,46.46,0,0,0,115,34,1,34039.5,5
c630112e20461e516429445adc4eea93d8400700,faces,174.63,73.24,2,2,2,296,10,4,17021.0,2
7cb6dd315b348337c78076982691156845d54789,faces,207.22,48.5,3,0,3,257,4,14,11178.5,3
d9d1565765ff6d92fb1e88aaa770c5af9f9798b8,faces,155.9,74.46,0,0,1,301,5,2,515.0,2
650699dd70716f97f577840e03d959229140793f,faces,161.49,55.63,2,2,2,390,6,22,17213.0,4
ea9ee52ca0420e226e34f0f019591bdc427ed9ff,faces,112.14,52.24,0,1,1,334,4,22,9031.0,2
c0bb631e8843814d23bbfa137af68b2bdd0b9b59,faces,132.17,79.09,4,1,7,377,7,7,2002.5,7
a16dc26f9f49f64b7ced68e9c6de855fbe24ecc5,faces,165.15,56.18,4,2,4,379,1,16,16127.0,4
728051229ebd46068290115ead0808e81fb15e74,coins,108.02,59.31,0,0,0,114,2,2,43529.0,2
3a2ac5c00db8f369d72d0200080d1222b33c82c1,faces,211.67,45.65,0,0,2,214,2,31,42940.5,2
32472362eb9ec9a8f1652fe7d7fa91e26da94b7b,faces,146.07,63.3,2,0,4,413,3,2,283.0,4
0840894fb45f2d8b04f793255ca9c525e40b0321,coins,146.38,84.92,0,0,0,92,12,5,28575.5,8
b6fd36845faac19d7d57f9714d8dd5f024b56aab,faces,153.24,56.42,4,1,2,388,1,20,15906.5,3
2eb7cce2525a348de9eb29704cf71e7bc2a62665,faces,174.44,65.16,4,2,2,238,3,20,49227.5,3
6ec576d36252128ebfa3a4d0f042b1a23203fc65,faces,158.57,57.93,4,3,4,266,2,12,5422.0,5
3a2001737e678ec6c7e36b3a5cbbd4ead87239e8,faces,114.85,84.29,6,4,5,342,6,12,8861.5,10
0b958caf6dfdd18f3d90e0a40764447ff01dc251,faces,145.92,57.07,1,1,2,331,4,42,17831.0,2
1f28cfc052b674ad9f5e18f27c85b37560f6bb5c,faces,134.78,57.69,0,0,1,423,14,2,975.0,4
45c55863344e0daca30ad90412290ede49bdc21b,coins,203.31,69.16,0,0,0,87,11,9,23617.5,4
2d9d06b5840bc593c7e6867f1b0e2e3cc92a29e0,coins,207.27,65.39,0,0,0,82,2,5,28680.0,4
aac4dc64b6b3de890172665136e69b17bc130fad,faces,171.98,47.89,1,1,1,401,3,30,86402.0,5
3090af895c379e9516d06c9fd3a1dfa02819257b,faces,117.14,60.47,2,2,2,400,7,18,18838.5,3
23c9e2919857455b8c3c6feab24c0b182e09a280,coins,186.57,78.2,1,0,1,88,15,2,30723.5,1
989beb05f0733b7ef19ab26adcccbf0fa87ddcf5,faces,92.15,68.1,3,1,3,372,4,9,2966.0,4
09526dfc03d909f291d64bd9d258678a232c1d1c,faces,98.58,79.66,3,2,2,411,7,5,1539.0,5
da36628766dc297a93904faf1bc547c98503cec0,faces,184.81,59.09,2,1,4,291,2,14,65492.0,6
5dcfe625035360810c66bfb7ce17aec63c821997,faces,188.1,37.47,0,0,2,217,6,29,39171.5,2
983d647b16ce4b494353b3de5e6becd1ee905d4d,coins,173.91,59.47,0,0,0,100,13,1,30295.5,20
a7b367e081e66c9a533bfead4381be583795fe2e,faces,72.57,46.32,4,1,5,401,2,10,7787.0,6
e67453860a92cfd30fb6cd3cc715231302d6e544,coins,93.66,44.8,2,0,0,87,3,1,21827.5,9
22c26d4195e401332aab3e70651be5f8c407ce7e,coins,54.71,75.73,0,0,0,89,2,1,28602.0,2
1e3e02e250415edceab284759e972c34864fd2b8,coins,193.28,67.49,0,0,0,93,7,2,32170.0,2
98caf51dee1d36983bfe66bd276aa534d9eab8d9,faces,99.86,65.67,0,0,0,415,2,15,4797.5,3
4687a45f98bb868a3223df31aff289485a410f1e,coins,72.59,72.51,1,0,0,116,3,0,0.0,20
60d2736ef15d929d543d2ccea71db8c70c421fa1,faces,117.54,69.44,1,2,0,412,2,6,749.5,3
85f38ee2f6142386b93c9fe54b2eac91e8af1e9c,faces,107.73,67.07,3,3,3,379,3,36,22170.5,3
ff3d15f30ab2fefcfcb10e62f896c5eb23625fe9,coins,177.76,71.01,0,0,0,113,17,17,36483.5,19
130709a71315d2ebbf746c6fe097d945a2429098,faces,86.06,62.36,2,2,3,368,6,4,704.5,9
09fbd72aa070a4015b991c46c30ba27e2d6a8d5e,faces,67.21,70.2,3,3,5,370,3,7,2283.0,8
789887561cbe391dd6b6907a251f06fd326eeb93,faces,156.95,61.07,0,2,1,352,1,37,19056.5,4
11f91a56c443721447d33e571173e5ea8d91a0f4,faces,128.81,72.4,5,2,2,365,4,17,16916.5,2
da9f8bb0a3438d412114b8a077063485579b146d,faces,130.06,81.39,6,4,6,380,6,4,1055.5,6
0eeb18eb89b649ffd3a457db228bfeb811d75d2b,faces,149.44,70.7,1,1,3,395,7,18,7661.5,8
fe384354cf8ce064b79ea8388e34c1f03ebe9c71,faces,126.08,55.39,2,2,2,353,3,35,11967.5,4
6bfd49b374e9274a854bfd4eca3050d96fd82514,faces,130.82,92.09,5,2,6,417,4,4,1548.0,13
88f6e062ec230208079b01e0712821c47229092b,faces,147.07,63.88,4,2,4,405,8,10,2907.0,4
c9f991d3ed9f08c50dffa4066bbfd9d0078fcbbe,faces,166.25,48.0,0,0,1,362,5,35,66606.5,2
c2ee26bf738f7039db25dab6ae2a62ed3084d456,faces,72.7,76.4,3,1,3,272,2,18,6428.5,4
400beb4e03847bbfcc79db8bb5d2fde16c3ae00b,coins,181.13,70.08,0,0,0,119,2,16,42110.5,1
9e0b0bcf7e791d83fa4cb88cafba2ed41c275a40,faces,88.78,59.53,3,1,2,359,4,17,5945.5,3
68106f60df8c2c174a3c23b16584b40bdfe85e66,faces,154.15,57.11,2,2,3,297,1,21,59958.0,4
71b9ecbdac93c99023209c17e707c61416817e46,faces,193.14,65.68,3,3,3,221,8,8,2308.0,4
8a52c78aa09d70ae876c41f1cc39a3cfaab5df17,faces,109.55,61.4,2,3,4,423,6,3,419.5,7
5d22ec954917370b1be4980d1df473e5ff7b75ee,faces,101.95,66.45,2,2,2,368,4,19,55188.0,2
a9bb0341fe20ab59f6cc4a0321cf999e17a48d37,coins,124.1,61.69,0,0,1,109,2,4,33560.5,2
d60fa0ebc21b2aeffba72574181f67975304d8c4,faces,154.04,53.94,4,2,2,406,2,9,3739.5,3
b542d162f70adcdf1d304557b0b3b5ebeffa1775,faces,93.71,51.95,3,3,3,300,3,20,52662.0,3
c11dc7c21cdbdc3f64547ca8501eb22db515c507,faces,151.2,82.83,0,0,0,238,1,18,14218.5,2
545d59e9e2b0ab29c11706aff0ea756beeb8c915,faces,171.31,67.37,2,2,2,310,1,24,9514.5,2
580e54b26d3a831cacdaa145d760046b95e42775,faces,77.79,60.2,2,1,2,382,3,14,4411.5,3
481d1f9613fe865751874685740ec8970e1be647,coins,160.79,47.97,0,0,0,124,4,0,0.0,1
ea3ae5f71b010f88a628943107b3a6a8288e4d4b,faces,178.65,59.7,4,4,4,305,10,16,8461.5,4
dc2e1ba7f6bc042c702715d4fb320d20c60fd0d6,faces,97.61,52.83,5,5,5,400,4,6,2382.5,5
44a33f72b284414fb9482e16c99bdabf276ee189,faces,131.72,58.96,1,1,0,412,27,13,3119.5,4
d235ea697f086ea097b1b0ddea35d7e94276a3f1,coins,190.5,51.8,0,0,0,108,31,6,37816.5,6
d1418f777e67a2ffbc88e744be08d8b76a5eddd0,faces,78.79,60.86,2,1,3,388,3,7,2921.5,11
69e639ea01b482b18a1b466dd0cef932c682e305,faces,75.27,55.02,2,1,0,314,3,18,8501.0,4
fa77b4fb2f874bb77aa8805682697632ba8c1b2c,faces,170.26,60.8,1,1,3,366,8,39,70959.0,3
c5aa6aae8a56b44a28ed4960e0d50a4d49ff2edf,faces,164.23,61.52,2,0,3,393,5,12,7673.5,6
f79d841009bd7f8c3067d85c3d2681452401e402,faces,104.12,59.03,3,3,3,364,2,18,7906.0,3
1f111f404aab90c56625074255d2c8660591cddb,faces,141.43,60.11,1,0,0,402,4,5,875.0,6
4a5cb5d9d105e3df70d4890e3645e578d3a2f093,faces,135.8,77.17,4,2,1,259,2,13,52016.0,4
0cdf158bbc11346306b7ef285c8fe8496d77b6d0,faces,106.22,55.97,0,0,0,354,2,14,3104.0,2
c4066ffcea915b2f839a3a371b2497a376c2abed,coins,180.97,41.98,1,0,0,114,13,2,49571.0,2
ac70b54f5548844e5823528edeb0a87130e410bd,faces,172.23,65.71,2,1,2,307,10,15,12063.5,2
2c27b869dcfe3a85f3688d9b97fe40e50b56ade9,faces,152.87,67.83,5,3,4,384,2,21,5025.5,6
35579e384a4d499a32ccc06e248bcad4357a58a4,faces,158.85,49.8,0,0,0,331,12,10,17712.5,2
b2a7e7346762ac2b327b78975d8a39f5908823b5,faces,153.74,51.61,1,1,2,409,4,8,2402.5,4
e09a9ae6c777de58dcc61ec311f80af50220d4b8,coins,170.42,60.34,0,0,0,117,19,0,0.0,12
9ed6e0b0dc924ea81608994b1217ea688cf7bf9f,faces,70.5,72.13,0,0,2,242,1,9,46746.5,3
29b207bac36a60acc917f8fca25d8ee92439bc22,faces,125.74,63.3,3,3,4,390,3,9,8571.0,5
c3f23c6e913b82f84e1d8fd0ded8c7a81512d9ae,faces,91.78,54.57,0,0,0,404,13,10,9861.0,4
51d4cbfcfec314413662691ee0861d47149f7a9d,coins,108.91,62.47,1,0,0,84,9,3,35636.5,6
5041faec69420ce6e19ff12daf0321e9f544c533,faces,104.17,66.49,3,1,3,398,1,14,5461.0,7
a6a241cccd36ec9b82ee13807e353239b77599ce,faces,50.74,58.18,5,4,4,316,2,10,8381.0,9
fc1f0a4217b5ad5d34a125640c8247b4cd57469b,faces,61.86,64.31,0,0,0,83,4,21,20457.0,3
